2007/06/12,096117,23,05,27,15,34," ",05,15,23,27,34
2007/06/13,096118,03,02,20,25,01," ",01,02,03,20,25
2007/06/14,096119,26,06,10,39,12," ",06,10,12,26,39
2007/06/15,096120,12,02,25,23,27," ",02,12,23,25,27
2007/06/18,096121,12,02,05,16,03," ",02,03,05,12,16
2007/06/19,096122,06,10,01,08,28," ",01,06,08,10,28
2007/06/20,096123,38,11,07,12,23," ",07,11,12,23,38
2007/06/21,096124,39,19,28,18,35," ",18,19,28,35,39
2007/06/22,096125,09,22,20,25,11," ",09,11,20,22,25
2007/06/25,096126,20,34,24,22,23," ",20,22,23,24,34
2007/06/26,096127,15,01,33,04,25," ",01,04,15,25,33
2007/06/27,096128,14,06,03,20,21," ",03,06,14,20,21
2007/06/28,096129,36,35,19,22,01," ",01,19,22,35,36
2007/06/29,096130,25,37,31,33,34," ",25,31,33,34,37
2007/07/02,096131,13,03,28,32,21," ",03,13,21,28,32
2007/07/03,096132,23,17,25,38,15," ",15,17,23,25,38
2007/07/04,096133,29,19,10,18,17," ",10,17,18,19,29
2007/07/05,096134,02,23,01,37,11," ",01,02,11,23,37
2007/07/06,096135,39,06,31,34,35," ",06,31,34,35,39
2007/07/09,096136,08,12,35,24,34," ",08,12,24,34,35
2007/07/10,096137,29,12,19,08,01," ",01,08,12,19,29
2007/07/11,096138,19,20,29,14,05," ",05,14,19,20,29
2007/07/12,096139,32,27,13,21,08," ",08,13,21,27,32
2007/07/13,096140,01,26,20,03,31," ",01,03,20,26,31
2007/07/16,096141,35,39,16,15,22," ",15,16,22,35,39
2007/07/17,096142,05,17,30,27,23," ",05,17,23,27,30
2007/07/18,096143,24,34,03,33,21," ",03,21,24,33,34
2007/07/19,096144,19,24,37,06,01," ",01,06,19,24,37
2007/07/20,096145,34,38,25,17,35," ",17,25,34,35,38
2007/07/23,096146,36,15,20,11,03," ",03,11,15,20,36
2007/07/24,096147,28,34,19,12,05," ",05,12,19,28,34
2007/07/25,096148,19,09,01,21,10," ",01,09,10,19,21
2007/07/26,096149,24,07,20,33,34," ",07,20,24,33,34
2007/07/27,096150,08,21,11,18,12," ",08,11,12,18,21
2007/07/30,096151,12,15,04,08,20," ",04,08,12,15,20
2007/07/31,096152,07,39,17,14,37," ",07,14,17,37,39
2007/08/01,096153,28,09,36,32,04," ",04,09,28,32,36
2007/08/02,096154,21,39,15,09,35," ",09,15,21,35,39
2007/08/03,096155,13,32,04,12,08," ",04,08,12,13,32
2007/08/06,096156,36,08,13,02,33," ",02,08,13,33,36
2007/08/07,096157,23,10,36,31,09," ",09,10,23,31,36
2007/08/08,096158,27,11,07,12,29," ",07,11,12,27,29
2007/08/09,096159,22,02,24,38,09," ",02,09,22,24,38
2007/08/10,096160,33,13,26,17,16," ",13,16,17,26,33
2007/08/13,096161,29,15,01,31,24," ",01,15,24,29,31
2007/08/14,096162,26,25,04,36,15," ",04,15,25,26,36
2007/08/15,096163,32,28,12,30,05," ",05,12,28,30,32
2007/08/16,096164,35,07,30,14,29," ",07,14,29,30,35
2007/08/17,096165,16,23,30,05,35," ",05,16,23,30,35
2007/08/20,096166,23,28,04,26,17," ",04,17,23,26,28
2007/08/21,096167,19,01,07,29,26," ",01,07,19,26,29
2007/08/22,096168,03,17,22,31,34," ",03,17,22,31,34
2007/08/23,096169,28,07,20,16,04," ",04,07,16,20,28
2007/08/24,096170,12,16,39,02,07," ",02,07,12,16,39
2007/08/27,096171,10,23,12,19,36," ",10,12,19,23,36
2007/08/28,096172,04,36,14,29,07," ",04,07,14,29,36
2007/08/29,096173,18,32,34,15,25," ",15,18,25,32,34
2007/08/30,096174,07,28,14,25,37," ",07,14,25,28,37
2007/08/31,096175,22,20,14,27,29," ",14,20,22,27,29
2007/09/03,096176,18,12,27,24,33," ",12,18,24,27,33
2007/09/04,096177,18,07,05,35,24," ",05,07,18,24,35
2007/09/05,096178,34,38,31,01,28," ",01,28,31,34,38
2007/09/06,096179,28,19,08,33,31," ",08,19,28,31,33
2007/09/07,096180,37,19,30,02,23," ",02,19,23,30,37
2007/09/10,096181,32,37,28,19,13," ",13,19,28,32,37
2007/09/11,096182,27,04,38,35,21," ",04,21,27,35,38
2007/09/12,096183,23,35,07,10,17," ",07,10,17,23,35
2007/09/13,096184,01,03,26,10,15," ",01,03,10,15,26
2007/09/14,096185,23,24,36,39,11," ",11,23,24,36,39
2007/09/17,096186,26,16,24,25,30," ",16,24,25,26,30
2007/09/18,096187,11,24,01,13,27," ",01,11,13,24,27
2007/09/19,096188,37,04,06,24,17," ",04,06,17,24,37
2007/09/20,096189,25,07,26,20,13," ",07,13,20,25,26
2007/09/21,096190,24,38,17,34,12," ",12,17,24,34,38
2007/09/24,096191,02,36,31,03,37," ",02,03,31,36,37
2007/09/25,096192,01,19,27,36,17," ",01,17,19,27,36
2007/09/26,096193,32,37,33,31,08," ",08,31,32,33,37
2007/09/27,096194,16,11,12,06,33," ",06,11,12,16,33
2007/09/28,096195,04,37,09,26,17," ",04,09,17,26,37
2007/10/01,096196,33,35,02,31,28," ",02,28,31,33,35
2007/10/02,096197,23,22,01,26,08," ",01,08,22,23,26
2007/10/03,096198,05,24,01,08,12," ",01,05,08,12,24
2007/10/04,096199,36,02,35,24,06," ",02,06,24,35,36
2007/10/05,096200,34,39,11,25,08," ",08,11,25,34,39
2007/10/08,096201,21,14,19,34,16," ",14,16,19,21,34
2007/10/09,096202,12,26,22,05,07," ",05,07,12,22,26
2007/10/10,096203,22,08,27,24,01," ",01,08,22,24,27
2007/10/11,096204,36,26,18,04,23," ",04,18,23,26,36
2007/10/12,096205,12,01,17,23,13," ",01,12,13,17,23
2007/10/15,096206,17,10,31,09,18," ",09,10,17,18,31
2007/10/16,096207,11,15,22,20,34," ",11,15,20,22,34
2007/10/17,096208,19,03,18,07,23," ",03,07,18,19,23
2007/10/18,096209,21,31,11,13,22," ",11,13,21,22,31
2007/10/19,096210,22,07,29,27,32," ",07,22,27,29,32
2007/10/22,096211,23,18,01,13,33," ",01,13,18,23,33
2007/10/23,096212,03,22,09,04,39," ",03,04,09,22,39
2007/10/24,096213,31,29,17,01,03," ",01,03,17,29,31
2007/10/25,096214,20,11,16,31,09," ",09,11,16,20,31
2007/10/26,096215,17,23,29,37,19," ",17,19,23,29,37
2007/10/29,096216,17,04,39,32,03," ",03,04,17,32,39
2007/10/30,096217,04,27,03,22,06," ",03,04,06,22,27
2007/10/31,096218,15,35,23,28,36," ",15,23,28,35,36
2007/11/01,096219,12,30,14,09,22," ",09,12,14,22,30
2007/11/02,096220,05,04,30,31,01," ",01,04,05,30,31
2007/11/05,096221,28,12,31,26,38," ",12,26,28,31,38
2007/11/06,096222,33,09,37,26,32," ",09,26,32,33,37
2007/11/07,096223,21,06,12,20,30," ",06,12,20,21,30
2007/11/08,096224,29,36,23,25,24," ",23,24,25,29,36
2007/11/09,096225,36,28,02,18,12," ",02,12,18,28,36
2007/11/12,096226,34,36,33,37,30," ",30,33,34,36,37
2007/11/13,096227,18,06,05,16,29," ",05,06,16,18,29
2007/11/14,096228,39,24,09,31,02," ",02,09,24,31,39
2007/11/15,096229,37,06,29,35,21," ",06,21,29,35,37
2007/11/16,096230,10,19,32,05,01," ",01,05,10,19,32
2007/11/19,096231,10,25,20,17,19," ",10,17,19,20,25
2007/11/20,096232,32,07,36,25,34," ",07,25,32,34,36
2007/11/21,096233,06,38,17,20,10," ",06,10,17,20,38
2007/11/22,096234,38,15,04,12,30," ",04,12,15,30,38
2007/11/23,096235,07,16,13,31,24," ",07,13,16,24,31
2007/11/26,096236,05,19,12,29,30," ",05,12,19,29,30
2007/11/27,096237,11,34,12,19,05," ",05,11,12,19,34
2007/11/28,096238,11,01,14,28,06," ",01,06,11,14,28
2007/11/29,096239,12,38,24,29,15," ",12,15,24,29,38
2007/11/30,096240,09,32,27,03,35," ",03,09,27,32,35
2007/12/03,096241,24,28,03,11,31," ",03,11,24,28,31
2007/12/04,096242,39,11,32,36,15," ",11,15,32,36,39
2007/12/05,096243,03,08,09,11,36," ",03,08,09,11,36
2007/12/06,096244,11,39,29,14,32," ",11,14,29,32,39
2007/12/07,096245,22,28,24,15,16," ",15,16,22,24,28
2007/12/10,096246,38,07,19,18,02," ",02,07,18,19,38
2007/12/11,096247,24,21,20,15,35," ",15,20,21,24,35
2007/12/12,096248,19,36,38,10,27," ",10,19,27,36,38
2007/12/13,096249,32,22,26,13,07," ",07,13,22,26,32
2007/12/14,096250,37,14,02,28,15," ",02,14,15,28,37
2007/12/17,096251,24,02,08,13,26," ",02,08,13,24,26
2007/12/18,096252,24,30,36,21,07," ",07,21,24,30,36
2007/12/19,096253,13,39,06,07,27," ",06,07,13,27,39
2007/12/20,096254,30,24,13,16,29," ",13,16,24,29,30
2007/12/21,096255,38,30,37,01,02," ",01,02,30,37,38
2007/12/24,096256,37,19,34,36,31," ",19,31,34,36,37
2007/12/25,096257,22,28,13,04,02," ",02,04,13,22,28
2007/12/26,096258,33,11,01,18,20," ",01,11,18,20,33
2007/12/27,096259,04,03,01,26,19," ",01,03,04,19,26
2007/12/28,096260,30,14,22,02,01," ",01,02,14,22,30
2007/12/31,096261,20,25,37,12,11," ",11,12,20,25,37
2008/01/01,097001,26,35,11,31,37," ",11,26,31,35,37
2008/01/02,097002,02,09,24,10,30," ",02,09,10,24,30
2008/01/03,097003,38,33,28,32,18," ",18,28,32,33,38
2008/01/04,097004,36,17,07,20,28," ",07,17,20,28,36
2008/01/07,097005,02,11,18,21,19," ",02,11,18,19,21
2008/01/08,097006,12,01,20,19,35," ",01,12,19,20,35
2008/01/09,097007,19,04,09,16,29," ",04,09,16,19,29
2008/01/10,097008,08,39,22,11,01," ",01,08,11,22,39
2008/01/11,097009,08,30,04,27,32," ",04,08,27,30,32
2008/01/14,097010,04,35,34,38,19," ",04,19,34,35,38
2008/01/15,097011,11,26,16,05,21," ",05,11,16,21,26
2008/01/16,097012,09,23,30,10,11," ",09,10,11,23,30
2008/01/17,097013,35,02,20,38,37," ",02,20,35,37,38
2008/01/18,097014,05,32,36,31,15," ",05,15,31,32,36
2008/01/21,097015,29,01,26,23,11," ",01,11,23,26,29
2008/01/22,097016,07,04,23,17,01," ",01,04,07,17,23
2008/01/23,097017,11,28,03,04,01," ",01,03,04,11,28
2008/01/24,097018,37,26,12,01,08," ",01,08,12,26,37
2008/01/25,097019,20,15,02,17,08," ",02,08,15,17,20
2008/01/28,097020,28,13,32,02,36," ",02,13,28,32,36
2008/01/29,097021,01,29,09,10,04," ",01,04,09,10,29
2008/01/30,097022,17,37,28,01,16," ",01,16,17,28,37
2008/01/31,097023,17,02,24,35,01," ",01,02,17,24,35
2008/02/01,097024,03,34,10,37,23," ",03,10,23,34,37
2008/02/04,097025,26,12,03,34,23," ",03,12,23,26,34
2008/02/05,097026,01,18,04,10,31," ",01,04,10,18,31
2008/02/06,097027,17,04,18,29,33," ",04,17,18,29,33
2008/02/07,097028,34,30,06,33,32," ",06,30,32,33,34
2008/02/08,097029,10,34,11,03,38," ",03,10,11,34,38
2008/02/11,097030,38,13,18,37,25," ",13,18,25,37,38
2008/02/12,097031,28,38,10,01,12," ",01,10,12,28,38
2008/02/13,097032,34,28,14,36,37," ",14,28,34,36,37
2008/02/14,097033,36,39,03,10,04," ",03,04,10,36,39
2008/02/15,097034,39,26,24,01,27," ",01,24,26,27,39
2008/02/18,097035,17,14,18,21,05," ",05,14,17,18,21
2008/02/19,097036,11,16,24,35,30," ",11,16,24,30,35
2008/02/20,097037,20,11,33,30,27," ",11,20,27,30,33
2008/02/21,097038,10,06,22,31,37," ",06,10,22,31,37
2008/02/22,097039,09,23,32,22,26," ",09,22,23,26,32
2008/02/25,097040,23,01,18,04,31," ",01,04,18,23,31
2008/02/26,097041,30,32,28,37,36," ",28,30,32,36,37
2008/02/27,097042,33,35,01,34,06," ",01,06,33,34,35
2008/02/28,097043,22,20,03,01,09," ",01,03,09,20,22
2008/02/29,097044,25,38,34,08,27," ",08,25,27,34,38
2008/03/03,097045,05,13,04,22,10," ",04,05,10,13,22
2008/03/04,097046,11,21,19,05,12," ",05,11,12,19,21
2008/03/05,097047,02,13,14,15,10," ",02,10,13,14,15
2008/03/06,097048,17,03,21,15,09," ",03,09,15,17,21
2008/03/07,097049,15,36,39,06,07," ",06,07,15,36,39
2008/03/10,097050,13,17,16,29,31," ",13,16,17,29,31
2008/03/11,097051,22,04,10,17,16," ",04,10,16,17,22
2008/03/12,097052,09,37,24,36,27," ",09,24,27,36,37
2008/03/13,097053,11,21,33,01,19," ",01,11,19,21,33
2008/03/14,097054,02,26,06,16,28," ",02,06,16,26,28
2008/03/17,097055,16,20,11,02,37," ",02,11,16,20,37
2008/03/18,097056,10,31,16,20,32," ",10,16,20,31,32
2008/03/19,097057,21,33,14,01,19," ",01,14,19,21,33
2008/03/20,097058,06,29,03,20,22," ",03,06,20,22,29
2008/03/21,097059,10,04,19,20,30," ",04,10,19,20,30
2008/03/24,097060,30,26,02,29,05," ",02,05,26,29,30
2008/03/25,097061,01,08,03,30,36," ",01,03,08,30,36
2008/03/26,097062,09,31,12,15,13," ",09,12,13,15,31
2008/03/27,097063,37,14,29,20,26," ",14,20,26,29,37
2008/03/28,097064,35,07,39,14,31," ",07,14,31,35,39
2008/03/31,097065,16,38,32,09,30," ",09,16,30,32,38
2008/04/01,097066,06,12,35,18,16," ",06,12,16,18,35
2008/04/02,097067,04,26,10,14,24," ",04,10,14,24,26
2008/04/03,097068,02,18,24,36,21," ",02,18,21,24,36
2008/04/04,097069,35,17,10,21,32," ",10,17,21,32,35
2008/04/07,097070,16,22,07,24,06," ",06,07,16,22,24
2008/04/08,097071,07,10,37,15,38," ",07,10,15,37,38
2008/04/09,097072,09,21,15,13,28," ",09,13,15,21,28
2008/04/10,097073,05,24,09,17,08," ",05,08,09,17,24
2008/04/11,097074,05,30,37,16,34," ",05,16,30,34,37
2008/04/14,097075,10,18,02,21,17," ",02,10,17,18,21
2008/04/15,097076,18,31,25,06,26," ",06,18,25,26,31
2008/04/16,097077,22,33,07,18,20," ",07,18,20,22,33
2008/04/17,097078,05,28,22,29,19," ",05,19,22,28,29
2008/04/18,097079,20,12,35,32,11," ",11,12,20,32,35
2008/04/21,097080,24,15,22,33,08," ",08,15,22,24,33
2008/04/22,097081,10,12,03,19,24," ",03,10,12,19,24
2008/04/23,097082,07,05,21,09,04," ",04,05,07,09,21
2008/04/24,097083,38,33,25,14,03," ",03,14,25,33,38
2008/04/25,097084,07,19,04,24,11," ",04,07,11,19,24
2008/04/28,097085,19,21,15,02,17," ",02,15,17,19,21
2008/04/29,097086,07,29,11,04,08," ",04,07,08,11,29
2008/04/30,097087,27,39,30,25,10," ",10,25,27,30,39
2008/05/01,097088,17,25,34,05,20," ",05,17,20,25,34
2008/05/02,097089,01,15,16,13,30," ",01,13,15,16,30
2008/05/05,097090,33,29,19,27,16," ",16,19,27,29,33
2008/05/06,097091,08,33,16,17,38," ",08,16,17,33,38
2008/05/07,097092,19,04,18,35,27," ",04,18,19,27,35
2008/05/08,097093,39,23,35,33,27," ",23,27,33,35,39
2008/05/09,097094,05,34,24,32,26," ",05,24,26,32,34
2008/05/12,097095,09,05,35,18,31," ",05,09,18,31,35
2008/05/13,097096,29,36,21,31,06," ",06,21,29,31,36
2008/05/14,097097,36,28,31,37,04," ",04,28,31,36,37
2008/05/15,097098,18,21,11,38,27," ",11,18,21,27,38
2008/05/16,097099,20,13,18,23,21," ",13,18,20,21,23
2008/05/19,097100,11,10,31,28,34," ",10,11,28,31,34
2008/05/20,097101,04,28,24,18,38," ",04,18,24,28,38
2008/05/21,097102,20,12,35,08,34," ",08,12,20,34,35
2008/05/22,097103,31,11,21,25,38," ",11,21,25,31,38
2008/05/23,097104,35,11,33,34,08," ",08,11,33,34,35
2008/05/26,097105,03,30,23,02,17," ",02,03,17,23,30
2008/05/27,097106,38,32,31,33,30," ",30,31,32,33,38
2008/05/28,097107,39,31,30,01,03," ",01,03,30,31,39
2008/05/29,097108,21,34,23,14,06," ",06,14,21,23,34
2008/05/30,097109,30,25,23,16,33," ",16,23,25,30,33
2008/06/02,097110,32,02,29,08,06," ",02,06,08,29,32
2008/06/03,097111,33,19,06,09,35," ",06,09,19,33,35
2008/06/04,097112,27,33,29,19,20," ",19,20,27,29,33
2008/06/05,097113,23,17,04,27,29," ",04,17,23,27,29
2008/06/06,097114,28,31,20,07,11," ",07,11,20,28,31
2008/06/09,097115,16,20,35,27,07," ",07,16,20,27,35
2008/06/10,097116,03,09,35,26,25," ",03,09,25,26,35
2008/06/11,097117,19,11,07,20,14," ",07,11,14,19,20
2008/06/12,097118,17,12,35,39,29," ",12,17,29,35,39
2008/06/13,097119,01,33,38,09,04," ",01,04,09,33,38
2008/06/16,097120,30,21,33,25,28," ",21,25,28,30,33
2008/06/17,097121,01,04,10,16,37," ",01,04,10,16,37
2008/06/18,097122,18,05,30,19,16," ",05,16,18,19,30
2008/06/19,097123,29,11,18,06,04," ",04,06,11,18,29
2008/06/20,097124,06,12,17,23,05," ",05,06,12,17,23
2008/06/23,097125,17,14,29,18,24," ",14,17,18,24,29
2008/06/24,097126,07,13,05,27,35," ",05,07,13,27,35
2008/06/25,097127,28,34,06,07,18," ",06,07,18,28,34
2008/06/26,097128,01,09,17,22,24," ",01,09,17,22,24
2008/06/27,097129,34,12,19,06,22," ",06,12,19,22,34
2008/06/30,097130,20,31,36,37,05," ",05,20,31,36,37
2008/07/01,097131,06,35,10,36,09," ",06,09,10,35,36
2008/07/02,097132,14,10,33,27,39," ",10,14,27,33,39
2008/07/03,097133,37,18,01,16,04," ",01,04,16,18,37
2008/07/04,097134,31,33,20,39,25," ",20,25,31,33,39
2008/07/07,097135,09,16,20,38,37," ",09,16,20,37,38
2008/07/08,097136,23,20,08,03,05," ",03,05,08,20,23
2008/07/09,097137,21,17,11,01,34," ",01,11,17,21,34
2008/07/10,097138,16,22,13,34,26," ",13,16,22,26,34
2008/07/11,097139,34,05,30,10,12," ",05,10,12,30,34
2008/07/14,097140,02,09,32,33,37," ",02,09,32,33,37
2008/07/15,097141,27,25,28,20,02," ",02,20,25,27,28
2008/07/16,097142,03,17,08,30,16," ",03,08,16,17,30
2008/07/17,097143,27,02,08,20,25," ",02,08,20,25,27
2008/07/18,097144,23,09,19,39,13," ",09,13,19,23,39
2008/07/21,097145,05,10,17,23,19," ",05,10,17,19,23
2008/07/22,097146,05,21,19,06,28," ",05,06,19,21,28
2008/07/23,097147,18,30,04,22,26," ",04,18,22,26,30
2008/07/24,097148,11,38,13,08,01," ",01,08,11,13,38
2008/07/25,097149,32,26,08,17,28," ",08,17,26,28,32
2008/07/28,097150,15,26,24,22,36," ",15,22,24,26,36
2008/07/29,097151,38,13,06,32,12," ",06,12,13,32,38
2008/07/30,097152,06,17,10,28,34," ",06,10,17,28,34
2008/07/31,097153,24,31,03,39,20," ",03,20,24,31,39
2008/08/01,097154,10,23,36,01,29," ",01,10,23,29,36
2008/08/04,097155,09,17,25,11,14," ",09,11,14,17,25
2008/08/05,097156,10,33,03,13,20," ",03,10,13,20,33
2008/08/06,097157,27,22,33,38,30," ",22,27,30,33,38
2008/08/07,097158,26,08,15,11,25," ",08,11,15,25,26
2008/08/08,097159,06,14,01,17,31," ",01,06,14,17,31
2008/08/11,097160,14,36,06,10,04," ",04,06,10,14,36
2008/08/12,097161,09,28,03,33,05," ",03,05,09,28,33
2008/08/13,097162,03,34,32,29,08," ",03,08,29,32,34
2008/08/14,097163,25,39,28,22,18," ",18,22,25,28,39
2008/08/15,097164,07,23,34,38,04," ",04,07,23,34,38
2008/08/18,097165,27,32,23,02,04," ",02,04,23,27,32
2008/08/19,097166,37,08,31,14,20," ",08,14,20,31,37
2008/08/20,097167,30,17,31,37,35," ",17,30,31,35,37
2008/08/21,097168,28,13,23,37,12," ",12,13,23,28,37
2008/08/22,097169,03,01,10,09,20," ",01,03,09,10,20
2008/08/25,097170,11,21,35,24,20," ",11,20,21,24,35
2008/08/26,097171,28,04,30,11,06," ",04,06,11,28,30
2008/08/27,097172,02,18,38,01,13," ",01,02,13,18,38
2008/08/28,097173,33,37,01,31,16," ",01,16,31,33,37
2008/08/29,097174,38,21,14,28,11," ",11,14,21,28,38
2008/09/01,097175,28,27,37,15,26," ",15,26,27,28,37
2008/09/02,097176,20,06,21,04,35," ",04,06,20,21,35
